id,SIREN,ANNEE_CREATION,target_delta_1st_round,NAME,TAGLINE,ZIPCODE,HQ REGION,HQ COUNTRY,HQ CITY,TEAM (EDITORIAL),target_total_funding,fundoing_new,LAST FUNDING,LAST FUNDING DATE,FIRST FUNDING DATE,B2B/B2C,REVENUE MODEL,10_launch_year,11_industry_simplified,INDUSTRIES,SUB INDUSTRIES,DELIVERY METHOD,GROWTH STAGE,VALUATION (EUR),VALUATION DATE,target_rounds,FOUNDERS,0_founders_number,6_was_1_change_founders,FOUNDERS STATUSES,5_has_female,5_bis_mixte?,FOUNDERS GENDERS,FOUNDERS ACADEMIC BACKGROUND,FOUNDERS YEARS OF EDUCATION,4_phd_founder,FOUNDERS HAS A PHD,7_MBA,FOUNDERS HAS A MBA,FOUNDERS HIGHEST DEGREE YEAR,FOUNDERS UNIVERSITIES,FOUNDERS COMPANY EXPERIENCE,FOUNDERS LINKEDIN,FOUNDERS - TOP 25 PAST FOUNDERS,FOUNDERS - TOP 25 UNIVERSITIES,FOUNDERS EXPERIENCE,FOUNDERS FOUNDED COMPANIES TOTAL FUNDING,FOUNDERS IS SERIAL,3_one_founder_serial,3_one_founder_was_serial_at_creation,IS FOUNDERS FIRST COMPANY,LISTS,PRIVATE LISTS,COMPANY STATUS,ALL TAGS,FOUNDERS ESTIMATED AGE,FOUNDERS POSITION,CEO,CEO SINCE,2_ceo_profile,8_age_moyen,CEO ESTIMATED AGE,CEO ACADEMIC BACKGROUND,1_ceo_serial,NUMBER OF ALUMNI FOUNDERS THAT RAISED > 10M,NUMBER OF ALUMNI EUROPEAN FOUNDERS THAT RAISED > 10M,TECHNOLOGIES
30278,529991119,1/1/2011,49,Ledger,Provides security and infrastructure solutions for cryptocurrencies and blockchain applications,75002,Europe,France,Paris,"Jeffrey Glueck;Markus Leibundgut;Sean O'Toole (Entrepreneur);Joel Pobeda (Co-Founder);Nicolas Bacca (CTO,Co-Founder);Thomas France (Adviser);Pascal Gauthier (Board Member,CEO);Eric Larcheveque (Co-Founder,Executive Chairman);Jean-Cédric COSTA (Chief Information Officer);Charles Guillemet (CSO);Olivier Tomaz;Vanessa Fara Rabesandratana;Fred Potter (Board Member)",86.7,10,2.64,apr/2019,Feb-15,business,manufacturing;marketplace & ecommerce;saas,2014,autres,fintech,cryptocurrency,online,late growth stage,260909090.9,apr/2019,5,Eric Larcheveque;Joel Pobeda;Nicolas Bacca;Thomas France,4+,0,current;current;current;#N/A,0,0,male;male;male;male,university;university;engineer;#N/A,5;#N/A;5;#N/A,0,no;no;no;#N/A,0,no;no;no;#N/A,1996;1995;1999;#N/A,ESIEE Paris;Paris-Sorbonne University;ENSICAEN;#N/A,corporate;corporate;corporate;#N/A,https://www.linkedin.com/in/ericlarch/;https://www.linkedin.com/in/joel-pobeda-3b895589/;https://www.linkedin.com/in/nbasim/;https://www.linkedin.com/in/olivier-tomaz/;https://www.linkedin.com/in/vanessafara/,no;no;no;no;no,no;no;no;no;no,18;16;14;#N/A,86700000;86700000;86700000;86700000;86700000,yes;no;yes;#N/A,1,1,no;yes;no;#N/A,Next40;European Fintech Landscape;Techscale200;French Tech 120,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Fintech Top;Saved recommendations;US - Firstmark;Potential Unicorns;HWW;100 top French startups you need to know;Discarded recommendations;MissionFrenchTech;My saved companies;Top French startups to watch in 2020;Top Paris startups to know in 2020;Ledger;My saved companies;Ideal;Unicorns;Client CA;pr_1;French companies;Future unicorns in Europe;Coronavirus: Hottest Startups in Paris;Atomico 13/07/2020;LGT companies;French Female Founders;BCG Fintech Research;LGT - Final Matched Companies;LGT - Companies - 13/08/2020;bvd_v2;Provided Metaco Competitive Analysis;BPI v5;Discarded recommendations;bvd_2019_pred;LGT - Companies - 20/10/2020;bvd_matching_oct_2020;Import App Links;morphais_10112020_list_3;SoET;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success;Europe 21 additions;Blockchain landscape;My saved companies,operational,fintech;financial service;bitcoin;security;navigation;app;techscale200;missionfrenchtech;cryptocurrencies;smart tech;wallet;decentralised applications;dapp;ethereum;business;manufacturing;marketplace & ecommerce;saas,#N/A,CEO;co-founder;co-founder;#N/A,Pascal Gauthier,2019,business,#N/A,#N/A,#N/A,0,1,1,blockchain;deep tech
907156,821713344,1/7/2016,10,Vivet Therapeutics,Developing innovative gene therapy treatments for orphan diseases,75008,Europe,France,Paris,"Gloria Gonzalez- Aseguinolaza (CSO);Jean-Philippe Combal (CEO,Co-Founder);Jens Kurth (Co-founder & CDO);Florent Gros (Managing Director);Bravo Eduardo (Chairman of Board)",84.25,10,46.75,mar/2019,May-17,business,manufacturing,2016,santé,health,biotechnology,,early growth stage,231818181.8,mar/2019,2,Jean-Philippe Combal;Jens Kurth,2,1,current;past,0,0,male;male,university;university,14;#N/A,1,yes;yes,1,yes;no,1994;#N/A,"ESCP Europe,Paris-Sud University (Paris XI);University of Cologne",corporate;mixte ,https://www.linkedin.com/in/jean-philippe-combal-a646751/;https://www.linkedin.com/in/jens-kurth-8602ba1/,no;no,no;no,23;23,84252872;84252872,no;no,0,0,yes;yes,missed_deeptech,100 top French startups you need to know;Biotech deeptech;pharma deeptech;My saved companies;Future unicorns in Europe;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;bvd_companies_oct,operational,health;biotechnology;genetics;therapy;health care;pharmaceutical;biopharma;business;manufacturing,#N/A,CEO;co-founder,Jean-Philippe Combal,2017,scientific,#N/A,#N/A,"Paris-Sud University, ESCP Business School",0,,,
3388,504787565,1/6/2008,27,WiThings,Creates smart products and apps to take care of yourself and your loved ones in a new and easy way,92130,Europe,France,Issy-les-Moulineaux,"Thomas Vuchot (Product Manager);Eric Carreel (CEO);Alexis Normand (Healthcare Development Director);Reda Attahri (Healthcare Development Manager);Nicolas Schmidt (Head of Healthcare Products);Mathieu Letombe (CEO,Director)",83.66,10,53,jul/2020,Sep-10,consumer,manufacturing;marketplace & ecommerce,2008,santé,health,medical devices,online,late growth stage,212000000-318000000,jul/2020,6,Cedric Hutchings;Fred Potter;Éric Carreel,3,1,past;past;current,0,0,male;male;male,engineer;engineer;engineer,6;5;9,1,no;yes;yes,0,no;no;no,#N/A;1996;1990,"INSEAD,Massachusetts Institute of Technology,Centrale Supélec;Sorbonne University,Télécom Paris;Pierre et Marie Curie University,ESPCI Paris",mixte;corporate;corporate,https://www.linkedin.com/in/c%C3%A9dric-hutchings-88699a/;https://fr.linkedin.com/in/frpotter,yes;no,yes;no,6;12;22,83662727;121162727,yes;yes;yes,1,1,yes;no;no,The Europas 2014 nominees;Artificial intelligence;Smart watches list,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;BCG update;UK based for GP 26.April;Morphais Dataset B;1Remote monitoring;Atomico 13/07/2020;Health report- ALL;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;check for industrial tech;1European Remote monitoring & wearables;bvd_2019_pred;bvd_matching_oct_2020;Import App Links;Consumer Electronics;bvd_companies_oct;pl_techstack_2020_11_24_success,acquired,health;consumer electronics;smart home;product;care;app;wearable;monitoring;biotechnology;retail;delivery;community;human resources;vivatech2019;blood;smart tech;remote monitoring;consumer;manufacturing;marketplace & ecommerce,#N/A,CEO;CTO;co-founder,Mathieu Letombe,2018,engineer,#N/A,#N/A,IUT de Cachan,0,2,2,artificial intelligence;connected device;deep tech;hardware;machine learning;iot internetofthings
864003,799995782,17/12/2013,8,Bioserenity,Smart clothing that monitors the health of people with epilepsy,75013,Europe,France,Paris,Pierre Frouin (CEO);Pierre Prot (CTO);Bruce Lavin (CMO),83.05,10,65,jun/2019,Sep-14,consumer,manufacturing,2013,santé,health,medical devices,offline,late growth stage,260000000-390000000,jun/2019,6,Pierre Frouin,1,0,current,0,0,male,mixte,7,0,no,1,yes,2005,"INSEAD,RWTH Aachen University,Ecole d'Ingénieur des Technologies de l'Information et du Management,Standford University",mixte,https://www.linkedin.com/in/pierrefrouin/,no,yes,9,83050000,no,0,0,yes,IoT companies to watch;Next40;French Tech 120,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;100 top French startups you need to know;PFE & entreprises intéressantes;Neuro Event Labs;Client CA;INSEAD Founders;French companies;Future unicorns in Europe;1Digital Therapeutics;Morphais list 3;Morphais Dataset B;Atomico 13/07/2020;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;check for industrial tech;AI Europe;bvd_matching_oct_2020;Import App Links;rounds check;morphais_10112020_list_3;SoET;bvd_companies_oct;My saved companies;My saved companies,operational,health;health care;epilepsy;medical / healthcare;monitoring;clothes;neurology;missionfrenchtech;apparel;health platform;smart tech;healthcare;headstart (eit health);digital therapeutics;headstart 2016 (eit health);go global (eit health);go global 2018 (eit health);consumer;manufacturing,#N/A,CEO,Pierre Frouin,2014,mixte,#N/A,#N/A,"INSEAD,RWTH Aachen University,Ecole d'Ingénieur des Technologies de l'Information et du Management,Standford University",0,,,computer vision;connected device;deep tech;iot internetofthings;artificial intelligence
131666,793166299,17/5/2013,6,Tissium,Develops biodegradable sealants and adhesives for wound closure in the field of minimally-invasive surgery,75012,Europe,France,Paris,Christophe Bancel (CEO),78.7,10,7,oct/2020,Dec-13,business,manufacturing,2013,santé,health,biotechnology,,late growth stage,156000000-234000000,nov/2019,8,Christophe Bancel;Jeff Karp,2,1,current;past,0,0,male;male,mixte;engineer,9;18,1,no;yes,1,yes;no,1998;2004,"The University of Tokyo,Ecole Centrale Paris,Lycée privé Sainte-Geneviève;Massachusetts Institute of Technology,University of Toronto,McGill University,Crestwood",corporate;corporate,https://www.linkedin.com/in/chrisbancel/,no,no,11;13,173145452,yes,1,1,yes;no,Impact Startups;French Tech 120,My Old Favorites - Companies;Stripe Companies;eyes on;100 top French startups you need to know;Top French startups to watch in 2020;Top Paris startups to know in 2020;Future unicorns in Europe;My saved companies;Coronavirus: Hottest Startups in Paris;Watch list;bvd_v1;bvd_v2;BPI v5;My saved companies;Leads;bvd_2019_pred;bvd_matching_oct_2020;Import 30/10;morphais_10112020_list_3;extrapolating580;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success,operational,health;biotechnology;medical / healthcare;biomedical;biodegradable;surgery;on-demand;investing;delivery;saas;platform;compliance;biopolymers;chemical;non-invasive;regtech compliance;sustainable development goals;core sustainable impact;sustainable cities and communities (#11);good health and well-being (#3);business;manufacturing,#N/A,CEO;co-founder,Christophe Bancel,2013,engineer,#N/A,#N/A,"INSEAD,University of Tokyo,École Centrale Paris,Lycée Sainte-Geneviève",0,,,
908268,812428142,22/5/2015,23,Imcheck Therapeutics,Immunotherapy for cancers and autoimmune disease,13008,Europe,France,Marseille,"Pierre d'Epenoux (CEO);DANIEL OLIVE (MD SCIENTIFIC ADVISOR);ALEM TRUNEH (CEO,Co-Founder);Pierre d’Epenoux (CEO);Benjamin CHARLES (CEO,Co-Founder)",77.01,10,6,sep/2020,May-17,business,manufacturing,2015,santé,health,biotechnology,,early growth stage,240000000,sep/2020,5,Benjamin Charles;Daniel Olive;Alem Truneh,3,1,past;current;current ,0,0,male;male;male,mixte;university;#N/A,8;6;#N/A,0,no;no;#N/A,1,yes;no;#N/A,2009;1990;#N/A,"ESSEC Business School,University of Brighton,Henri Poincaré University;Faculté de médecine (Marseille);#N/A",mixte;other;research,https://www.linkedin.com/i#N/Alem-truneh-1868693/;https://www.linkedin.com/in/benjamincharles/;https://www.linkedin.com/in/benjamincharles/,no;no;no,no;no;no,10;22;32,77014378;77014378;81514378,yes;no;yes,1,1,yes;yes;no ,French Tech 120;missed_deeptech,My saved companies;Future unicorns in Europe;Morphais list 3;Atomico 13/07/2020;My saved companies;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;bvd_companies_oct;Gold Track Scouting (EIT Health),operational,health;autoimmune;oncology;cancer;immune system;biopharma;biotechnology;life science;therapeutics;business;manufacturing,#N/A,co-founder;co-founder;CTO,Pierre d'Epenoux,2016,business,#N/A,#N/A,"Drexel University,Advancia Paris Chamber of Commerce and Industry",0,,,
74165,751164757,17/4/2012,2,GenSight Biologics,Develops innovative therapies for mitochondrial and neurodegenerative diseases,75012,Europe,France,Paris,Bernard Gilly (CEO);Luk Vandenberghe (Co-Founder),72.99,10,15.11,dec/2019,Jul-12,business,manufacturing,2013,santé,health,biotechnology,offline,early growth stage,246000000,2020,7,Bernard Gilly;Luk Vandenberghe,2,0,current;current,0,0,male;male,engineer;university,#N/A;10,1,yes;yes,0,no;no,1994;2007,"ENSA Rennes,INSEAD;KU Leuven,KU Leuven",corporate;mixte,https://www.linkedin.com/in/lukvdb/,no,no,20;11,72992702,yes;yes,1,1,no;yes,missed_deeptech,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;Top French startups to watch in 2020;Top Paris startups to know in 2020;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;hvenus_lisy;bvd_matching_oct_2020;rounds check;morphais_10112020_list_3;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success,operational,health;biotechnology;disease;genetics;health care;medical;investing;platform;video;neurology;therapy;business;manufacturing,#N/A,CEO;co-founder,Bernard Gilly,2012,scientific,64,64,"ENSA Rennes,INSEAD",1,,,
916310,789611381,20/11/2012,54,M2i Life Sciences,"Design, formulation and production of complex molecules",92150,Europe,France,Suresnes,"Philippe Guerret (CEO,President,Chairman)",72,10,60,sep/2019,Jun-17,business,manufacturing,2012,autres,food,,,late growth stage,240000000-360000000,sep/2019,2,Philippe Guerret;Bruno Gény;Olivier Guerret ,3,0,current;current;current,0,0,male;male;male ,business;business;engineer,5;7;5,0,no;no;no,1,no;yes;no,1996;1982;1994,"EDHEC Business School;EmLyon,Aston University;École Polytechnique",corporate;corporate;corporate,,,,17;31;#N/A,,no;no;no,0,0,yes;yes;yes,,Discarded recommendations;Future unicorns in Europe;TS1 Morphais;TS1-ValSubset1;TS1 sublist 2;Morphais Joined List;Morphais Dataset B;Atomico 13/07/2020;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;morphais_10112020_list_3;SoET;guessing9400,operational,food;primary production;health care;organic;veterinary;crop protection;agritech;molecular;zero hunger (#2);sustainable development goals;business;manufacturing,#N/A,CEO;co-founder;co-founder,Philippe Guerret,2013,business,#N/A,#N/A,EDHEC Business School,1,,,
892125,822393591,3/8/2016,1,Owkin,Software that allow prediction modeling and population comparison to the largest bio,75003,Europe,France,Paris,"Thomas Clozel (CEO,Co-Founder);Gilles Wainrib (Co-Founder,Co-Founder & CSO);Anna Bondarenko (COO);Vincent Lepage (CPO);Simon Buckingham (Company Director)",68.2,10,16.36,jul/2020,Oct-16,business,saas,2016,santé,health;enterprise software,biotechnology,,late growth stage,113636363.6,jul/2020,7,Thomas Clozel;Gilles Wainrib,2,0,current;current,0,0,male;male,university;engineer ,#N/A;3,1,no;yes,0,no;no,2011;2006,Weill Medical College of Cornell University;École Polytechnique,other;other ,https://www.linkedin.com/in/thomas-clozel-m-d-408a9321/;https://www.linkedin.com/in/gilles-wainrib-028a622,no;no,no;no,13;9,68200000;68200000,no;no,0,0,yes;yes,Artificial intelligence;AI in drug discovery and development,"health, or not? ;News 3/6;French startups;Biotech deeptech;AI by industry;My saved companies;Potential;French companies;Discarded recommendations;My saved companies;My saved companies;Scaleup FR;Top european Angels investments;My saved companies;Atomico 13/07/2020;test;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;B2B health-platform;employee fix;bvd_matching_oct_2020;health",operational,health;enterprise software;comparison;modeling;prediction;analytics;oncology;medical research;pathology;radiology;biotechnology;clinical;drug development;pharmaceutical;healthcare;business;saas,#N/A,CEO;CSO,Thomas Clozel,2016,scientific,#N/A,#N/A,Weill Medical College of Cornell University,0,,,big data;deep tech;machine learning;artificial intelligence
865309,802698746,1/6/2014,16,Navya,Develops driverless automated electric vehicles,69100,Europe,France,Villeurbanne,Christophe Sapet (CEO);Benedicte Gagnere (CFO);Sri Raghavan (CTO);Pascal Lecuyot (R&D Director);Frédéric SARTOU (Head of Central);Etienne Hermite (CEO),64.1,10,30,aug/2018,Oct-15,business,manufacturing,2014,électronique,robotics;transportation,autonomous & sensor tech;vehicle production,online,late growth stage,142000000,2020,5,Christophe Sapet,1,1,past,0,0,male,mixte,7,0,no,1,yes,1981,"EM Lyon,Chimie ParisTech",corporate,https://www.linkedin.com/in/christophe-sapet-16264665/,no,no,21,64100000,no,0,0,yes,Impact Startups;Techscale200;Global mobility landscape;Smart Mobility;AI for good;Companies actively combating COVID-19,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;TRANSPORT;Stripe Companies;Lakestar - AI;Sony Q4: Automotive;Saved recommendations;Xwing research exits;exits 2018;100 top French startups you need to know;Sony Q4 2017: Automotive;AI by industry;French companies;Morphais Dataset B;My saved companies;Mobility;EV OEMs;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;bvd_matching_oct_2020;morphais_10112020_list_3;European AD Players;SoET;guessing9400;bvd_companies_oct;Greentech Bpifrance;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,robotics;transportation;electric vehicle;safety;automotive;logistic;autonomous vehicles;driverless car;automated process;navigation;smart city;parking;bus;techscale200;automated technology;battery;entertainment;geopositioning;smart tech;mobility;sustainable development goals;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13);core sustainable impact;business;manufacturing,#N/A,CEO,Christophe Sapet ,2014,mixte,#N/A,#N/A,"EM Lyon,Chimie ParisTech",1,,,deep learning;autonomous & sensor tech;deep tech;machine learning;artificial intelligence
